"MKZ";"AJvon";"AJbis";"Minimum";"Maximum";"Spannweite";"Steigung";"Korrelationskoeffizient";"Bestimmtheitsmaß";"Netzart";"Anzahl Fehljahre";"Anzahl unvollst. AJ";"Anzahl vollst. AJ";"GRIMM-STRELE";"GWK";"GWK25"
"45406162";1995;1999;119,79;120,67;0,88;-0,1449281;-0,686;0,471;"ohne 0";"Fehljahre: 1996/1999";4;1;-16,4691022727273;"DESN_VM-1-1";"DESN_VM-1-1"
"45406163";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406164";1995;2009;110,85;112,28;1,43;0,0156323;0,183;0,033;"ohne 0";"Fehljahre: 2003/2009";7;8;1,09316783216783;"DESN_VM-1-1";"DESN_VM-1-1"
"45406165";1995;2019;99,1;104,18;5,08;0,1544137;0,792;0,627;"ohne 0";"Fehljahre: 1995/1999";5;20;3,03963976377953;"DESN_VM-1-1";"DESN_VM-1-1"
"45406166";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406168";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406169";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406170";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406171";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406172";1995;1978;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406173";1995;1977;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406175";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406177";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406178";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406180";1995;1972;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406183";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406184";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406185";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406186";1995;1977;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406187";1995;1984;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406373";1995;1974;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406374";1995;1973;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406375";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406384";1995;2025;97,66;103,42;5,76;0,1094448;0,7;0,49;"EZS 24";"Fehljahre:";0;31;1,90008333333333;"DESN_VM-1-1";"DESN_VM-1-1"
"45406385";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406386";1995;1981;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406476";1995;1965;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45406477";1995;2025;101,75;103,78;2,03;-0,0021171;-0,054;0,003;"EZS 24";"Fehljahre:";0;31;-0,104290640394089;"DESN_VM-1-1";"DESN_VM-1-1"
"45406480";1995;2000;98,77;99,48;0,71;-0,0407636;-0,386;0,149;"ohne 0";"Fehljahre: 2000";1;5;-5,74135211267606;"DESN_VM-1-1";"DESN_VM-1-1"
"45406601";1995;1992;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"45406602";1995;1997;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"4540B1636";1998;2011;108,14;112,6;4,46;0,0828892;0,286;0,082;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 1998/2008, 2011";12;2;1,85850224215247;"DESN_VM-1-1";"DESN_VM-1-1"
"4540B5796";2008;2011;96,67;97,69;1,02;0,2774408;0,943;0,889;"MENGE_DRITTES 12";"Fehljahre: 2008, 2011";2;2;27,2000784313725;"DESN_VM-1-1";"DESN_VM-1-1"
"4540E0040";2024;2025;109,43;110,19;0,76;-0,4164479;-0,747;0,558;"UEB 1, EZS 365";"Fehljahre: 2024";1;1;-54,7957763157895;"DESN_VM-1-1";"DESN_VM-1-1"
"45410001_1";1995;2025;96,9;99,04;2,14;-0,0061437;-0,166;0,028;"UEB 1, EZS 24";"Fehljahre: 1995, 2007";2;29;-0,287088785046729;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45410001_2";1995;2025;96,53;98,72;2,19;0,0044846;0,111;0,012;"EZS 24";"Fehljahre: 1995, 2002, 2007";3;28;0,204776255707763;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45410012";2009;2025;120,61;123,21;2,6;-0,0961318;-0,859;0,739;"MENGE 365";"Fehljahre: 2009";1;16;-3,69737692307692;"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"45410014";2024;2025;120,79;121,58;0,79;-0,4919178;-0,932;0,869;"OMD 1, EZS 365";"Fehljahre: 2024";1;1;-62,2680759493671;"DESN_VM-1-1";"DESN_VM-1-1"
"45410015";2024;2025;122,4;122,78;0,38;-0,1972732;-0,713;0,508;"OMD 1, EZS 365";"Fehljahre: 2024";1;1;-51,914;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45410101";2005;2008;97,51;98,6;1,09;-0,0614126;-0,165;0,027;"ohne 0";"Fehljahre: 2005/2008";4;0;-5,63418348623853;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45410447";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45410449";1995;2023;124,98;127,78;2,8;-0,0282881;-0,348;0,122;"ohne 0";"Fehljahre: 1995/2006, 2023";13;16;-1,01028928571429;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45411340";1995;1997;125,92;126,84;0,92;-0,4596854;-1;1;"ohne 0";"Fehljahre: 1995/1997";3;0;-49,9658043478261;"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"45411587_1";1995;2025;103,9;105,48;1,58;-0,0262767;-0,672;0,453;"MENGE 24";"Fehljahre: 2007";1;30;-1,66308227848101;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45411587_2";1995;2025;95,14;97,18;2,04;0,0229026;0,501;0,251;"EZS 24";"Fehljahre: 2007";1;30;1,12267647058824;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45411588";1995;2000;107,87;108,77;0,9;-0,1016412;-0,632;0,4;"ohne 0";"Fehljahre: 2000";1;5;-11,2934666666667;"DESN_VM-1-1";"DESN_VM-1-1"
"45411589";1995;2000;95,09;101,44;6,35;0,1045238;0,214;0,046;"ohne 0";"Fehljahre: 2000";1;5;1,64604409448819;"DESN_VM-1-1";"DESN_VM-1-1"
"45412066_1";1995;2025;128,18;131,78;3,6;-0,0427341;-0,596;0,355;"MENGE 24";"Fehljahre:";0;31;-1,18705833333333;"DESN_VM-1-1";"DESN_VM-1-1"
"45412066_2";1995;2013;118;119,79;1,79;0,0227609;0,346;0,12;"ohne 0";"Fehljahre: 2012/2013";2;17;1,27155865921788;"DESN_VM-1-1";"DESN_VM-1-1"
"45412066_3";1995;2013;97,27;101,09;3,82;0,2152099;0,889;0,79;"ohne 0";"Fehljahre: 2012/2013";2;17;5,63376701570681;"DESN_VM-1-1";"DESN_VM-1-1"
"45416104";1995;2025;103,19;105,03;1,84;-0,0120429;-0,336;0,113;"HW_S_BB 48";"Fehljahre: 2018";1;30;-0,654505434782609;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416116";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416117";1995;2009;108,3;109,9;1,6;-0,001515;-0,016;0;"ohne 0";"Fehljahre: 2009";1;14;-0,0946875;"DESN_VM-1-1";"DESN_VM-1-1"
"45416118";1995;2012;110,27;113,03;2,76;0,008478;0,074;0,005;"ohne 0";"Fehljahre: 2012";1;17;0,307173913043478;"DESN_VM-1-1";"DESN_VM-1-1"
"45416119";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416126";1995;1992;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416127";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416128";1995;2015;111,01;115,92;4,91;0,202435;0,666;0,444;"ohne 0";"Fehljahre: 2007, 2009/2015";8;13;4,12291242362525;"DESN_VM-1-1";"DESN_VM-1-1"
"45416129";1995;1978;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416130";1995;1978;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416132";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416133";1995;1990;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416135";1995;1997;106,09;108,85;2,76;-0,2601458;-0,249;0,062;"ohne 0";"Fehljahre: 1997";1;2;-9,42557246376812;"DESN_VM-1-1";"DESN_VM-1-1"
"45416138";1995;2009;124,72;126,62;1,9;-0,0111911;-0,12;0,015;"ohne 0";"Fehljahre: 1995, 2009";2;13;-0,589005263157895;"DESN_VM-1-1";"DESN_VM-1-1"
"45416139";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416140";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-1";"DESN_VM-1-1"
"45416141";1995;1999;105,4;107,55;2,15;-0,2371976;-0,568;0,323;"ohne 0";"Fehljahre: 1999";1;4;-11,0324465116279;"DESN_VM-1-1";"DESN_VM-1-1"
"45416458";1995;2012;125,28;130,3;5,02;0,0260421;0,127;0,016;"ohne 0";"Fehljahre: 2007, 2012";2;16;0,518766932270916;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416459";1995;2025;110,86;111,97;1,11;-0,0163829;-0,666;0,444;"MENGE 48";"Fehljahre: 2007";1;30;-1,47593693693694;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416461";1995;2015;103,84;104,66;0,82;-0,0364439;-0,514;0,265;"ohne 0";"Fehljahre: 1995, 2000/2015";17;4;-4,44437804878049;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416462";1995;2015;103,33;104,4;1,07;-0,0368727;-0,393;0,155;"ohne 0";"Fehljahre: 1995, 2000/2015";17;4;-3,44604672897196;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416463";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416464";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416465";1995;2015;113,03;114,06;1,03;-0,0074977;-0,108;0,012;"ohne 0";"Fehljahre: 2000/2015";16;5;-0,727932038834952;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416466";1995;2015;112,89;114,17;1,28;-0,006484;-0,142;0,02;"ohne 0";"Fehljahre: 2012/2015";4;17;-0,5065625;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416467";1995;2025;103,14;104,76;1,62;-0,013584;-0,504;0,254;"EZS 24";"Fehljahre:";0;31;-0,838518518518518;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416468";1995;2000;119,9;120,91;1,01;-0,0878303;-0,522;0,273;"ohne 0";"Fehljahre: 2000";1;5;-8,69606930693069;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416479";1995;2019;101,83;104,2;2,37;-0,0220772;-0,374;0,14;"ohne 0";"Fehljahre:";0;25;-0,931527426160338;"DESN_VM-1-1";"DESN_VM-1-1"
"45416526";1995;2015;104,69;106,67;1,98;0,0153062;0,21;0,044;"ohne 0";"Fehljahre: 2002, 2012/2015";5;16;0,773040404040404;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416528";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416529";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416538";1995;1999;131,25;132,72;1,47;-0,0993649;-0,348;0,121;"ohne 0";"Fehljahre: 1999";1;4;-6,75951700680272;"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"45416539";1995;2025;137,91;139,57;1,66;-0,0200473;-0,553;0,306;"EZS 24";"Fehljahre:";0;31;-1,2076686746988;"DESN_VM-1-2-2";"DESN_VM-1-2-2"
"45416540";1995;2015;136,28;137,71;1,43;0,0124773;0,227;0,051;"ohne 0";"Fehljahre: 2013, 2015";2;19;0,872538461538462;"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"45420006";2008;2025;103,72;106,19;2,47;-0,0348028;-0,43;0,185;"EZS 365, OMD 1";"Fehljahre: 2008/2023";16;2;-1,40902024291498;"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"45420008";2012;2025;100,51;102,08;1,57;-0,0726701;-0,714;0,511;"EZS 365, UEB 1";"Fehljahre: 2012/2022";11;3;-4,62866878980892;"DESN_VM-1-3";"DESN_VM-1-3"
"45420012";1998;2022;100,22;103,48;3,26;-0,0302175;-0,44;0,194;"ohne 0";"Fehljahre: 1998/2004, 2022";8;17;-0,926917177914111;"DESN_VM-1-4";"DESN_VM-1-4"
"45420899";1995;2025;124,21;125,54;1,33;-0,0123344;-0,426;0,182;"MENGE 24";"Fehljahre: 2002";1;30;-0,927398496240601;"DESN_VM-1-4";"DESN_VM-1-4"
"45420900";1995;1977;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-4";"DESN_VM-1-4"
"45421335";1995;1999;125,67;126,89;1,22;0,1101934;0,63;0,397;"ohne 0";"Fehljahre: 1995/1997, 1999";4;1;9,03224590163934;"DESN_VM-1-4";"DESN_VM-1-4"
"45421336";1995;1981;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-4";"DESN_VM-1-4"
"45426104";1995;2025;98,79;100,27;1,48;-0,0169179;-0,525;0,276;"EZS 24";"Fehljahre: 2004";1;30;-1,14310135135135;"DESN_VM-1-3";"DESN_VM-1-3"
"45426105";1995;1992;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"45426106";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"45426107";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"45426108";1995;2025;100,98;102,6;1,62;-0,0210391;-0,473;0,224;"MENGE 48";"Fehljahre: 2008";1;30;-1,29870987654321;"DESN_VM-1-3";"DESN_VM-1-3"
"45426109";1995;2015;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"45426110";1995;2025;99,22;100,74;1,52;-0,0151744;-0,469;0,22;"EZS 24";"Fehljahre: 2007";1;30;-0,998315789473684;"DESN_VM-1-3";"DESN_VM-1-3"
"45426111";1995;2025;98,94;100,57;1,63;-0,0168209;-0,508;0,258;"MENGE 24";"Fehljahre: 2007";1;30;-1,03195705521472;"DESN_VM-1-3";"DESN_VM-1-3"
"45426112";1995;1973;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"45426113";1995;2015;101,02;102,21;1,19;0,0300996;0,66;0,436;"ohne 0";"Fehljahre: 2002/2004, 2012/2015";7;14;2,5293781512605;"DESN_VM-1-3";"DESN_VM-1-3"
"45426114";1995;1997;121,33;123,11;1,78;-0,5823384;-0,857;0,735;"ohne 0";"Fehljahre: 1997";1;2;-32,7156404494382;"DESN_VM-1-3";"DESN_VM-1-3"
"45426115";1995;2000;100,34;102,25;1,91;-0,0226003;-0,171;0,03;"ohne 0";"Fehljahre: 2000";1;5;-1,18326178010471;"DESN_VM-1-3";"DESN_VM-1-3"
"45426142";1995;2025;129,87;133,13;3,26;-0,0416634;-0,599;0,359;"MENGE 365";"Fehljahre: 2003";1;30;-1,27801840490798;"DESN_EL-2-1";"DESN_EL-2-1"
"45426278";1995;1979;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_VM-1-3";"DESN_VM-1-3"
"45429513";1995;2000;103,98;105,18;1,2;-0,0023621;-0,013;0;"ohne 0";"Fehljahre: 2000";1;5;-0,196841666666667;"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"45430001";1996;2025;118,89;120,24;1,35;-0,0053018;-0,115;0,013;"MENGE 365, UEB 1";"Fehljahre: 1996/2008";13;17;-0,392725925925926;"DESN_EL-2-1";"DESN_EL-2-1"
"45430522";1995;2016;101,3;102,2;0,9;-0,0023219;-0,047;0,002;"ohne 0";"Fehljahre: 1995/2004, 2012/2016";15;7;-0,257988888888889;"DESN_EL-2-1";"DESN_EL-2-1"
"45430523";1995;2025;159,76;160,44;0,68;-0,0068916;-0,525;0,276;"MENGE 48";"Fehljahre: 1996, 2010";2;29;-1,01347058823529;"DESN_VM-1-4";"DESN_VM-1-4"
"45431737";1995;2025;139,8;140,79;0,99;-0,0004644;-0,021;0;"MENGE 24";"Fehljahre:";0;31;-0,0469090909090909;"DESN_VM-1-4";"DESN_VM-1-4"
"45440004";2024;2025;78,95;80,66;1,71;-0,7820532;-0,605;0,367;"OMD 1, MENGE 365";"Fehljahre: 2024";1;1;-45,7341052631579;"DESN_EL-2-2";"DESN_EL-2-2-1"
"45440300_2";2000;2024;109,37;110,43;1,06;-0,033082;-0,625;0,391;"ohne 0";"Fehljahre: 2000/2009, 2024";11;14;-3,12094339622641;"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"45440655";1995;2025;146,17;147,98;1,81;-0,0030058;-0,071;0,005;"MENGE 48";"Fehljahre:";0;31;-0,166066298342541;"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"45445017";1995;1994;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-2-1";"DESN_EL-2-1"
"45445018";1995;2025;79,28;83,72;4,44;-0,0344616;-0,374;0,14;"EZS 365";"Fehljahre: 2008, 2010";2;29;-0,776162162162162;"DESN_EL-2-1";"DESN_EL-2-1"
"45445019";1995;2025;80,67;84,76;4,09;-0,0362133;-0,494;0,244;"MENGE 365";"Fehljahre: 1998, 2000/2001";3;28;-0,88541075794621;"DESN_EL-2-2";"DESN_EL-2-2-1"
"45445020";2008;2025;100,08;101,85;1,77;-0,047546;-0,627;0,394;"EZS 365, UEB 1";"Fehljahre: 2008/2022";15;3;-2,68621468926554;"DESN_EL-2-1";"DESN_EL-2-1"
"4544E0300";2024;2025;109,42;109,8;0,38;-0,1006839;-0,526;0,277;"OMD 1, EZS 365";"Fehljahre: 2024";1;1;-26,4957631578947;"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"45450001_1a";1996;2013;81,8;84,44;2,64;0,0439929;0,234;0,055;"ohne 0";"Fehljahre: 1996, 2004/2013";11;7;1,66639772727273;"DESN_EL-2-2";"DESN_EL-2-2-1"
"45450001_2";1996;2021;81,41;85,01;3,6;-0,0333492;-0,361;0,13;"ohne 0";"Fehljahre: 1996, 2016/2017, 2021";4;22;-0,926366666666667;"DESN_EL-2-2";"DESN_EL-2-2-1"
"45453266";1995;2012;83,88;87,77;3,89;-0,025992;-0,15;0,023;"ohne 0";"Fehljahre: 2001/2002, 2005, 2010";4;14;-0,668174807197944;"DESN_EL-2-2";"DESN_SE-3-7"
"45454016";1995;2013;86,63;88,83;2,2;-0,0067031;-0,076;0,006;"ohne 0";"Fehljahre: 2013";1;18;-0,304686363636364;"DESN_EL-2-2";"DESN_SE-3-7"
"45454018";1995;2013;86,7;89,04;2,34;0,0045986;0,053;0,003;"ohne 0";"Fehljahre: 2013";1;18;0,196521367521368;"DESN_EL-2-2";"DESN_SE-3-7"
"45455001";2000;2013;83,76;87,78;4,02;-0,0334328;-0,128;0,017;"UEB_DRITTEB 1";"Fehljahre: 2000/2006, 2008, 2013";9;5;-0,831661691542289;"DESN_EL-2-2";"DESN_SE-3-7"
"45455003";1995;2013;83,69;87,97;4,28;-0,0123763;-0,08;0,006;"ohne 0";"Fehljahre: 2008, 2013";2;17;-0,289165887850467;"DESN_EL-2-2";"DESN_SE-3-7"
"45455008";1995;1989;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-2-2";"DESN_SE-3-7"
"45455480";1995;2013;86,13;88,39;2,26;0,0156161;0,174;0,03;"ohne 0";"Fehljahre: 2013";1;18;0,690977876106195;"DEBB_SE-4-2";"DESN_SE-3-7"
"45456201";1995;2015;84,21;86,63;2,42;-0,018617;-0,186;0,035;"ohne 0";"Fehljahre: 2011/2015";5;16;-0,769297520661157;"DESN_EL-2-2";"DESN_SE-3-7"
"45456415";1995;2004;86,98;91,87;4,89;0,0528018;0,165;0,027;"ohne 0";"Fehljahre: 1995/2004";10;0;1,07979141104294;"DESN_EL-2-2";"DESN_SE-3-7"
"45458099";1995;2013;85,76;87,44;1,68;0,0173267;0,267;0,071;"ohne 0";"Fehljahre: 2003, 2013";2;17;1,03135119047619;"DEBB_SE-4-2";"DEBB_SE-4-2_5304"
"45460253";1995;2010;89,86;90,8;0,94;-0,0003517;-0,008;0;"ohne 0";"Fehljahre: 2000/2001, 2009/2010";4;12;-0,0374148936170213;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45460301";1995;2025;91,45;92,62;1,17;-0,0110449;-0,53;0,281;"MENGE 48";"Fehljahre:";0;31;-0,944008547008547;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45460311";1995;2008;91,91;92,67;0,76;-0,0007264;-0,018;0;"ohne 0";"Fehljahre:";0;14;-0,0955789473684211;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45460312";1995;1995;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45460360";1995;1980;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45461513";1995;1999;91,52;92,85;1,33;-0,0010032;-0,006;0;"ohne 0";"Fehljahre: 1995";1;4;-0,0754285714285714;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45461636";1995;2025;89,13;90,99;1,86;-0,0159236;-0,411;0,169;"MENGE 48";"Fehljahre: 2007/2008";2;29;-0,85610752688172;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45461872";1995;1989;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45461873";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45468055";1995;2013;88,48;89,62;1,14;0,0149985;0,378;0,143;"ohne 0";"Fehljahre: 2013";1;18;1,31565789473684;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45468056";1995;2013;89,25;90,76;1,51;0,0277828;0,519;0,269;"ohne 0";"Fehljahre: 2013";1;18;1,83992052980132;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45468059";1995;2013;86,81;88,19;1,38;0,0241026;0,567;0,321;"ohne 0";"Fehljahre: 2013";1;18;1,7465652173913;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45468060";1995;2013;86,57;87,56;0,99;0,0140603;0,508;0,258;"ohne 0";"Fehljahre: 2013";1;18;1,42023232323232;"DESN_SE-3-1";"DEBB_SE-4-1_5302"
"45471871";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45473603";1995;2009;100,86;101,45;0,59;-0,0274092;-0,806;0,651;"ohne 0";"Fehljahre: 2009";1;14;-4,64562711864407;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45476066";1999;2015;90,68;91,48;0,8;0,002627;0,054;0,003;"ohne 0";"Fehljahre: 1999, 2010/2015";7;10;0,328375;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45476068";2001;2013;88,02;89,42;1,4;0,0296182;0,366;0,134;"ohne 0";"Fehljahre: 2001, 2013";2;11;2,11558571428571;"DEBB_SE-4-1";"DEBB_SE-4-1_5302"
"45478012";1995;2011;90,09;91,03;0,94;-0,0053723;-0,139;0,019;"ohne 0";"Fehljahre: 2009/2011";3;14;-0,571521276595745;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45478018";2000;2015;89,8;90,98;1,18;0,0082308;0,103;0,011;"ohne 0";"Fehljahre: 2009/2015";7;9;0,697525423728814;"DESN_SE-2-1";"DEBB_SE-4-1_5302"
"45493581";1995;2013;116,62;117,06;0,44;0,0012973;0,094;0,009;"ohne 0";"Fehljahre: 2013";1;18;0,294840909090909;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
"45496172";1995;2013;97,48;98,08;0,6;0,0082102;0,363;0,132;"ohne 0";"Fehljahre: 2003/2005, 2010/2013";7;12;1,36836666666667;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
"45498038";1995;2013;108,99;110,51;1,52;0,0072533;0,124;0,015;"ohne 0";"Fehljahre: 2013";1;18;0,477190789473684;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
