"MKZ";"AJvon";"AJbis";"Minimum";"Maximum";"Spannweite";"Steigung";"Korrelationskoeffizient";"Bestimmtheitsmaß";"Netzart";"Anzahl Fehljahre";"Anzahl unvollst. AJ";"Anzahl vollst. AJ";"GRIMM-STRELE";"GWK";"GWK25"
"45503120";1995;2013;113,91;115,22;1,31;-0,0058964;-0,119;0,014;"ohne 0";"Fehljahre: 2013";1;18;-0,450106870229008;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"45503255";1995;2013;116,14;117,71;1,57;-0,0007024;-0,01;0;"ohne 0";"Fehljahre: 2013";1;18;-0,0447388535031847;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
"45503256";1995;2013;107,65;108,9;1,25;-0,0051357;-0,109;0,012;"ohne 0";"Fehljahre: 2013";1;18;-0,410856;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"45503372";1995;2012;116,99;117,96;0,97;-0,0046518;-0,098;0,01;"ohne 0";"Fehljahre: 2000/2001, 2004, 2006/2007, 2010, 2012";7;11;-0,479567010309278;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45503376";1995;2003;112,92;114,79;1,87;-0,1442917;-0,769;0,592;"ohne 0";"Fehljahre:";0;9;-7,71613368983957;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45503441";1995;2010;131,15;131,87;0,72;0,0003318;0,009;0;"ohne 0";"Fehljahre: 2008/2010";3;13;0,0460833333333333;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
"45503442";1995;1992;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"45503443";1995;2010;118,72;120,05;1,33;-0,0140775;-0,205;0,042;"ohne 0";"Fehljahre: 2010";1;15;-1,05845864661654;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45503444";1995;2025;130,17;131,49;1,32;-0,0054361;-0,161;0,026;"MENGE 24";"Fehljahre:";0;31;-0,411825757575758;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45503445";1995;1999;133,61;134,82;1,21;0,0493471;0,391;0,153;"ohne 0";"Fehljahre:";0;5;4,07827272727273;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45503446";1995;1999;127,72;129,14;1,42;-0,09943;-0,398;0,159;"ohne 0";"Fehljahre:";0;5;-7,00211267605634;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45503801_1";2005;2025;118,14;121,52;3,38;-0,0416653;-0,279;0,078;"MENGE 24";"Fehljahre: 2005, 2015";2;19;-1,23270118343195;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45506000";2000;2013;114,19;116,95;2,76;0,0866659;0,519;0,269;"ohne 0";"Fehljahre: 2013";1;13;3,14006884057971;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
"45509002";2008;2025;133,44;135,25;1,81;-0,0546585;-0,672;0,452;"MENGE 365, UEB 1";"Fehljahre: 2008/2010";3;15;-3,01980662983425;"DESN_SE-2-2";"DEBB_SE-4-1_5302"
"4550B145";1995;2012;130,13;131,23;1,1;-0,0102951;-0,193;0,037;"ohne 0";"Fehljahre: 1995/2012";18;0;-0,935918181818182;"DESN_SE-1-1";"DESN_SE-1-1-1"
"4550B6019";2000;2015;97,91;101,54;3,63;0,2405095;0,968;0,938;"ohne 0";"Fehljahre: 2000/2001, 2013/2015";5;11;6,62560606060606;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"4550B6021";2000;2015;104,79;106,49;1,7;0,0214333;0,215;0,046;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2013/2015";4;12;1,26078235294118;"DESN_SE-1-1";"DESN_SE-1-1-1"
"4550B6119";2002;2015;97,85;99,74;1,89;0,087204;0,663;0,439;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2002, 2013/2015";4;10;4,61396825396825;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"4550B6121";2002;2015;106,48;108,63;2,15;0,0939111;0,702;0,492;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2002, 2013/2015";4;10;4,36795813953488;"DESN_SE-1-1";"DESN_SE-1-1-1"
"4550B6123";2002;2010;101,34;102,54;1,2;0,0318496;0,299;0,089;"ohne 0";"Fehljahre: 2002, 2010";2;7;2,65413333333333;"DESN_SE-1-1";"DESN_SE-1-1-1"
"4550B6124";2002;2015;104,57;107,79;3,22;0,2830015;0,933;0,871;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2002, 2013/2015";4;10;8,78886645962733;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45510001";2010;2025;140,92;142,37;1,45;-0,045903;-0,674;0,454;"MENGE 365";"Fehljahre: 2010";1;15;-3,16572413793103;"DESN_SE-1-3-2";"DESN_SE-1-3-2-1"
"45510012";1995;2025;119,97;121,51;1,54;-0,0189683;-0,544;0,297;"UEB 1, MENGE 48";"Fehljahre:";0;31;-1,23170779220779;"DESN_SE-1-2";"DESN_SE-1-4"
"45512208";1998;2025;91,45;111,43;19,98;0,4890993;0,816;0,666;"EZS 365";"Fehljahre: 1998/2003, 2005, 2007, 2009/2010";10;18;2,44794444444444;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"45512209";1998;2025;91,64;111,61;19,97;0,7396861;0,896;0,802;"UEB 1";"Fehljahre: 1998/2025";28;0;3,70398647971958;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"45513450";1995;2012;134,5;136,44;1,94;0,0037321;0,038;0,001;"ohne 0";"Fehljahre: 2012";1;17;0,192376288659794;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45513515";1995;2007;97,82;104,9;7,08;0,5856639;0,926;0,857;"ohne 0";"Fehljahre: 2005/2007";3;10;8,27208898305085;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"45513558";1995;2004;116,51;118,59;2,08;0,0302008;0,203;0,041;"ohne 0";"Fehljahre: 2004";1;9;1,45196153846154;"DESN_SE-1-3-2";"DESN_SE-1-3-2-1"
"45518126";1995;2006;118,57;119,35;0,78;-0,0071055;-0,145;0,021;"ohne 0";"Fehljahre:";0;12;-0,910961538461538;"DESN_SE-1-2";"DESN_SE-1-4"
"45519004";1998;2021;96,86;113,06;16,2;0,6345961;0,92;0,846;"ohne 0";"Fehljahre: 1998/2002, 2004/2021";23;1;3,91725987654321;"DESN_SE-1-1";"DESN_SE-1-1-1"
"4551B6001";2000;2015;85,62;106,47;20,85;1,3886165;0,936;0,876;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2008, 2013/2015";5;11;6,66003117505995;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"4551B6003";2000;2015;86,84;108,73;21,89;1,40213;0,933;0,871;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2011, 2013/2015";5;11;6,40534490634993;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"4551B6051";2000;2015;97,58;102,79;5,21;0,3430881;0,986;0,973;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000/2007, 2011, 2015";10;6;6,58518426103647;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"4551B6081";2001;2015;102,53;108,12;5,59;0,510985;0,928;0,862;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2001, 2011, 2013/2015";5;10;9,14105545617174;"DEBB_SE-4-1";"DEBB_SE-4-1_5301"
"4551B6150";2003;2015;109,88;112,69;2,81;0,2991659;0,932;0,869;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2003, 2013/2015";4;9;10,6464733096085;"DESN_SE-1-1";"DESN_SE-1-1-1"
"45528110";1995;2005;93,69;107,72;14,03;1,4515285;0,994;0,988;"ohne 0";"Fehljahre: 1998";1;10;10,3458909479686;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B2228";2001;2010;95,63;108,19;12,56;1,2600059;0,966;0,934;"ohne 0";"Fehljahre: 2001";1;9;10,0318941082803;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6008";2000;2015;106,46;116,14;9,68;0,6299671;0,986;0,972;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2011, 2013/2015";5;11;6,50792458677686;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6010";2000;2015;110,03;115,25;5,22;0,3332814;0,969;0,939;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2013/2015";4;12;6,38470114942529;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6013";2000;2015;102,53;110,49;7,96;0,5618019;0,94;0,883;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2013/2015";4;12;7,05781281407035;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6026";2001;2011;99,75;109,89;10,14;0,9552978;0,966;0,932;"ohne 0";"Fehljahre: 2001, 2011";2;9;9,42108284023669;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6048";2000;2015;98,35;111,26;12,91;0,9411253;0,96;0,922;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000, 2013/2015";4;12;7,28989388071263;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6066";2000;2015;104,41;112,98;8,57;0,4708857;0,925;0,856;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000/2001, 2013/2015";5;11;5,49458226371062;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6078";2000;2015;100,61;110,93;10,32;0,7413987;0,977;0,954;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2000/2001, 2013/2015";5;11;7,18409593023256;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6137";2003;2015;103,67;106,84;3,17;0,2295784;0,861;0,742;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 2003, 2013/2015";4;9;7,24222082018927;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6247";2008;2014;104,68;105,49;0,81;0,0702317;0,678;0,46;"ohne 0";"Fehljahre: 2014";1;6;8,67058024691358;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6250";2008;2014;105,67;106,48;0,81;0,0610756;0,598;0,357;"ohne 0";"Fehljahre: 2008, 2014";2;5;7,5401975308642;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4552B6273";2010;2014;105,39;106,29;0,9;-0,0176327;-0,1;0,01;"ohne 0";"Fehljahre: 2010/2011, 2014";3;2;-1,95918888888889;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4553B1043";1996;2007;80,53;84,81;4,28;0,2018186;0,688;0,474;"MENGE_DRITTES 12, OMBk_DRITTEB 1";"Fehljahre: 1996/2001, 2007";7;5;4,71538785046729;"DESN_SP-2-1";"DESN_SP-2-1"
"4553B2713";1995;2008;83,65;103,61;19,96;1,5011844;0,98;0,961;"ohne 0";"Fehljahre: 1995, 2000/2008";10;4;7,52096392785571;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4553B4537";1995;2025;70,68;103,26;32,58;0,6673481;0,724;0,523;"EZS_NOR 12, OMBk_DRITTEB 1";"Fehljahre: 1995/2008";14;17;2,04833670963781;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4553B4539";1995;2025;79,31;111,58;32,27;0,6908747;0,787;0,62;"OMBk_DRITTEB 1, EZS_NOR 12";"Fehljahre: 1995, 2000/2008, 2020";11;20;2,14091942981097;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4553B4813";1995;2025;74,46;107,39;32,93;0,8378567;0,796;0,633;"OMBk_DRITTEB 1, EZS_NOR 12";"Fehljahre: 1995/2008";14;17;2,54435681749165;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4553B6037";2000;2015;106,06;118,42;12,36;0,8974302;0,987;0,975;"ohne 0";"Fehljahre: 2000, 2013/2015";4;12;7,26076213592233;"DESN_SP-3-1";"DESN_SP-3-1-1"
"45540001";2017;2025;139,8;140,59;0,79;0,0041552;0,065;0,004;"HW_S_DS 365";"Fehljahre: 2017";1;8;0,525974683544304;"DESN_SP-2-1";"DESN_SP-2-1"
"45543090";1995;2009;140,62;142,27;1,65;-0,0053271;-0,078;0,006;"ohne 0";"Fehljahre: 2009";1;14;-0,322854545454546;"DESN_SP-2-1";"DESN_SP-2-1"
"45543092";1995;1992;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-1-1";"DESN_NE-1-1"
"45546201";1995;1999;112,45;115;2,55;-0,4870903;-0,98;0,962;"ohne 0";"Fehljahre:";0;5;-19,1015803921569;"DESN_NE-1-1";"DESN_NE-1-1"
"45546202";1995;1990;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-1-1";"DESN_NE-1-1"
"45546204";1995;1990;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-1-1";"DESN_NE-1-1"
"45549001";2006;2019;140,01;141,1;1,09;-0,0169398;-0,305;0,093;"ohne 0";"Fehljahre: 2006, 2019";2;12;-1,55411009174312;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B0022";1995;2025;110,29;116,53;6,24;-0,0092934;-0,061;0,004;"EZS_NOR 12";"Fehljahre: 1995/2008";14;17;-0,148932692307692;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B0038";2012;2025;113,63;114,95;1,32;-0,0945922;-0,829;0,688;"MENGE 365";"Fehljahre: 2012/2016";5;9;-7,16607575757576;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B0039";2012;2025;110,34;113,81;3,47;-0,2039107;-0,886;0,785;"MENGE 365";"Fehljahre: 2012/2016";5;9;-5,87638904899135;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B0145";1995;2015;112,78;117,42;4,64;-0,0360463;-0,139;0,019;"ohne 0";"Fehljahre: 1995/2008, 2015";15;6;-0,776859913793104;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B3426";1995;2025;87,24;107,33;20,09;0,6208724;0,692;0,478;"EZS_NOR 12";"Fehljahre: 1995/1999, 2007/2008";7;24;3,09045495271279;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B3622";1995;2007;85,78;88,6;2,82;-0,1074671;-0,627;0,394;"MENGE_DRITTES 12";"Fehljahre: 1995, 2000, 2007";3;10;-3,81089007092199;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B3631";1995;2025;84,7;102,53;17,83;0,7789997;0,839;0,704;"EZS_NOR 12";"Fehljahre: 1995/2008, 2016/2017";16;15;4,36903925967471;"DESN_SP-3-1";"DESN_SP-3-1-1"
"4554B3701";2012;2025;143,36;144,01;0,65;-0,0140097;-0,328;0,108;"EZS_NOR 2";"Fehljahre: 2012/2025";14;0;-2,15533846153846;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B3714";1998;2025;108,74;114,16;5,42;-0,1672081;-0,768;0,591;"EZS_NOR 12";"Fehljahre: 1998/2008, 2017";12;16;-3,08502029520295;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B4163";2012;2025;100,31;106,53;6,22;-0,3569065;-0,862;0,744;"EZS_NOR 2";"Fehljahre: 2012/2025";14;0;-5,73804662379421;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B4421";1995;2012;100,35;105,62;5,27;-0,2821495;-0,984;0,97;"ohne 0";"Fehljahre: 1995/2008, 2012";15;3;-5,35388045540797;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B4483";2013;2023;114,65;136,19;21,54;0,9107481;0,467;0,218;"ohne 0";"Fehljahre: 2013, 2017, 2022/2023";4;7;4,2281713091922;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B4484";2013;2025;85,02;93,18;8,16;-0,3710483;-0,74;0,549;"EZS_NOR 12";"Fehljahre: 2013";1;12;-4,54716053921569;"DESN_SP-2-1";"DESN_SP-2-1"
"4554B4719";1995;2025;102,01;106,86;4,85;0,0501875;0,238;0,057;"EZS_NOR 12";"Fehljahre: 1995/2008";14;17;1,03479381443299;"DESN_NE-1-1";"DESN_NE-1-1"
"4554B4778";1995;2025;107,97;113,74;5,77;-0,0556379;-0,327;0,107;"EZS_NOR 12";"Fehljahre: 1995/2008";14;17;-0,964261698440208;"DESN_NE-1-1";"DESN_NE-1-1"
"45553050";1995;1998;145,94;146,31;0,37;-0,0187776;-0,196;0,038;"ohne 0";"Fehljahre: 1998";1;3;-5,07502702702703;"DESN_SP-2-1";"DESN_SP-2-1"
"4555B0053";1995;2025;115,66;119,04;3,38;-0,0609655;-0,637;0,407;"EZS_NOR 12";"Fehljahre: 1995/2008";14;17;-1,80371301775148;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0066";1998;2025;128,64;130,65;2,01;-0,018164;-0,419;0,176;"MENGE 12";"Fehljahre: 1998/2008, 2011";12;16;-0,903681592039801;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0073";1995;2025;119,9;122,72;2,82;-0,046349;-0,541;0,293;"EZS_NOR 12";"Fehljahre: 1995/2008";14;17;-1,64358156028369;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0100";1998;2025;120,14;121,35;1,21;-0,0138667;-0,386;0,15;"EZS_NOR 2";"Fehljahre: 1998/2025";28;0;-1,14600826446281;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0110";1995;2025;117,62;121,37;3,75;-0,0756151;-0,628;0,395;"EZS_NOR 12";"Fehljahre: 1995/2008";14;17;-2,01640266666667;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0112";1995;2025;147,6;149,43;1,83;-0,002309;-0,058;0,003;"EZS_NOR 12";"Fehljahre: 1995/2008, 2023";15;16;-0,126174863387978;"DESN_NE-1-2";"DESN_NE-1-2"
"4555B0140";1998;2025;120,02;121,68;1,66;-0,0227757;-0,45;0,203;"MENGE 12";"Fehljahre: 1998/2008, 2011";12;16;-1,37203012048193;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0141";1998;2022;116,97;121,21;4,24;0,1335927;0,727;0,528;"ohne 0";"Fehljahre: 1998/2022";25;0;3,15077122641509;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0148";1998;2025;126,97;129,26;2,29;-0,0782553;-0,926;0,858;"EZS_NOR 2";"Fehljahre: 1998/2025";28;0;-3,41726200873362;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B0149";1998;2025;128,88;131,26;2,38;-0,0840291;-0,941;0,886;"EZS_NOR 2";"Fehljahre: 1998/2025";28;0;-3,53063445378151;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B3668";1998;2025;122,29;124,81;2,52;-0,0344952;-0,517;0,267;"MENGE 12";"Fehljahre: 1998/2008, 2011";12;16;-1,36885714285714;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B3669";1998;2025;127,87;129,25;1,38;0,0031916;0,149;0,022;"EZS_NOR 2";"Fehljahre: 1998/2025";28;0;0,231275362318841;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B3683";1996;2025;116,71;121,05;4,34;-0,0976621;-0,696;0,485;"EZS_NOR 12";"Fehljahre: 1996/2008";13;17;-2,25027880184332;"DESN_NE-1-1";"DESN_NE-1-1"
"4555B3688";1998;2025;147,48;148,34;0,86;0,0022504;0,094;0,009;"EZS_NOR 2";"Fehljahre: 1998/2025";28;0;0,261674418604651;"DESN_NE-1-2";"DESN_NE-1-2"
"4555P00004";1999;2025;111,47;112,99;1,52;-0,018826;-0,372;0,139;"EZS_POL 2";"Fehljahre: 1999/2025";27;0;-1,23855263157895;NA;NA
"4555P00005";1998;2025;135,76;136,28;0,52;-0,0070675;-0,374;0,14;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;-1,35913461538462;NA;NA
"4555P00006";1998;2025;122,88;124,44;1,56;-0,030092;-0,547;0,3;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;-1,92897435897436;NA;NA
"4555P00007";1999;2025;121,84;123,36;1,52;-0,0291203;-0,609;0,372;"EZS_POL 2";"Fehljahre: 1999/2025";27;0;-1,91580921052632;NA;NA
"4555P00008";1999;2025;128,53;130,99;2,46;-0,0220849;-0,443;0,196;"EZS_POL 2";"Fehljahre: 1999/2025";27;0;-0,897760162601626;NA;NA
"4555P00009";1999;2024;128,02;130,11;2,09;0,0125561;0,221;0,049;"EZS_POL 2";"Fehljahre: 1999/2024";26;0;0,60077033492823;NA;NA
"4555P00010";1998;2025;118,1;119,65;1,55;-0,0005036;-0,015;0;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;-0,0324903225806452;NA;NA
"4555P00011";1998;2025;121,83;122,94;1,11;-0,0167691;-0,467;0,219;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;-1,51072972972973;NA;NA
"4555P00013";1998;2025;125,1;126,61;1,51;-0,0157319;-0,324;0,105;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;-1,04184768211921;NA;NA
"4555P00014";1998;2025;125,68;127,33;1,65;-0,0140542;-0,282;0,08;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;-0,851769696969697;NA;NA
"4555P00015";1998;2019;130,34;131,58;1,24;-0,0133275;-0,249;0,062;"ohne 0";"Fehljahre: 1998/2019";22;0;-1,07479838709677;NA;NA
"4555P00017";1999;2025;131,34;132,92;1,58;-0,0132333;-0,272;0,074;"EZS_POL 2";"Fehljahre: 1999/2025";27;0;-0,837550632911392;NA;NA
"4555P00018";1998;2014;144,94;145,58;0,64;0,0083635;0,233;0,054;"ohne 0";"Fehljahre: 1998/2014";17;0;1,306796875;NA;NA
"4555P00019";1998;2025;148,49;149,47;0,98;0,0249549;0,832;0,693;"EZS_POL 2";"Fehljahre: 1998/2025";28;0;2,54641836734694;NA;NA
"4555P00020";1999;2025;138,5;141,53;3,03;-0,0322749;-0,314;0,099;"EZS_POL 2";"Fehljahre: 1999/2025";27;0;-1,06517821782178;NA;NA
"46380113";1995;1979;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390001";1995;1983;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390002";1995;1979;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390003";1995;2018;108,82;110,47;1,65;-0,0423652;-0,74;0,549;"ohne 0";"Fehljahre: 2018";1;23;-2,56758787878788;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390004";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390005";1995;2025;108,64;110,53;1,89;-0,0093485;-0,276;0,076;"MENGE 24";"Fehljahre:";0;31;-0,49462962962963;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390008";1995;1963;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390009";1995;2022;109,35;111,18;1,83;-0,022714;-0,516;0,266;"ohne 0";"Fehljahre: 1995, 2021/2022";3;25;-1,24120218579235;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390010";1995;1997;126,4;128,05;1,65;-0,8244357;-1;1;"ohne 0";"Fehljahre: 1995/1997";3;0;-49,9658;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390011";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390014";1995;2025;113,26;114,79;1,53;-0,0288432;-0,742;0,551;"MENGE 24";"Fehljahre:";0;31;-1,88517647058824;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390017";1995;2017;106,54;107,99;1,45;0,0044069;0,117;0,014;"ohne 0";"Fehljahre: 2000/2004";5;18;0,303924137931035;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390018";1995;2000;114,45;115,1;0,65;-0,0711199;-0,721;0,52;"ohne 0";"Fehljahre: 2000";1;5;-10,9415230769231;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390020";1995;2010;92,12;93,54;1,42;-0,0028397;-0,042;0,002;"ohne 0";"Fehljahre: 2000, 2010";2;14;-0,199978873239437;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390021";1995;2000;114,26;114,84;0,58;-0,0737051;-0,761;0,579;"ohne 0";"Fehljahre: 2000";1;5;-12,707775862069;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390025_1";1995;2000;113,83;114,88;1,05;-0,2145823;-0,917;0,842;"ohne 0";"Fehljahre: 1995, 2000";2;4;-20,4364095238095;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390025_2";1995;2000;114,12;114,9;0,78;-0,0929958;-0,623;0,388;"ohne 0";"Fehljahre: 1995, 2000";2;4;-11,9225384615385;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390035";1995;2000;108,18;108,7;0,52;-0,0441975;-0,461;0,213;"ohne 0";"Fehljahre: 2000";1;5;-8,49951923076923;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390040";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390043";1995;2015;113,23;114,13;0,9;-0,062857;-0,796;0,634;"ohne 0";"Fehljahre: 1995, 2001/2015";16;5;-6,98411111111111;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390059";1995;1975;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390060";1995;1980;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390061";1995;2000;92,73;94,21;1,48;-0,0490136;-0,212;0,045;"ohne 0";"Fehljahre: 2000";1;5;-3,31172972972973;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390062";1995;1979;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DEST_SAL-GW-016";"DEST_SAL-GW-016"
"46390063";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390064";1995;2021;97,02;98,89;1,87;-0,002104;-0,047;0,002;"ohne 0";"Fehljahre: 2021";1;26;-0,112513368983957;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390065";1995;1972;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390066";1995;1970;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390067";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390068";1995;1986;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390069";1995;1977;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
"46390070";1995;1971;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SAL-GW-052";"DESN_SAL-GW-052"
